node,degree,in_degree,out_degree,betweenness,clustering,closeness,pagerank
95,22,10,12,0.022752475874563458,0.017316017316017316,0.34233076263924594,0.0026040496965742247
103,12,5,7,0.0072567414911517665,0.0,0.32101245480112495,0.0015479674688029577
120,11,5,6,0.00849959363367949,0.01818181818181818,0.31706349206349205,0.0021371463188075263
137,4,3,1,0.0008308455593680752,0.0,0.30438095238095236,0.0014745790777190373
155,6,5,1,0.0010692528669044704,0.06666666666666667,0.3117440499414748,0.001498550553951442
165,6,4,2,0.004734362281652282,0.06666666666666667,0.3135792778649921,0.0018808258683054731
170,6,3,3,0.0032223689957315053,0.0,0.3119875048809059,0.0009027949223872958
180,4,2,2,0.0014835712677479958,0.0,0.30577879831611177,0.0008259163190589817
187,3,2,1,0.000761895701089754,0.0,0.30531142529614064,0.0008174817065514312
200,9,1,8,0.0006674043659475471,0.05555555555555555,0.33277800916284883,0.0003389251379104925
213,11,4,7,0.003542446004271188,0.03636363636363636,0.3176938369781312,0.0008345532871724352
229,11,7,4,0.006419546396907054,0.01818181818181818,0.31756756756756754,0.0021427398239588463
384,5,3,2,0.002459886798965618,0.0,0.3073076923076923,0.0010763154526342114
457,4,2,2,0.00201901460757437,0.0,0.3038022813688213,0.0011432911599467792
470,4,0,4,0.0,0.0,0.3135792778649921,0.0002640944232385337
482,8,4,4,0.005442056310833423,0.0,0.310532452390206,0.002266488798557783
619,3,2,1,0.000771935322591106,0.0,0.3073076923076923,0.0007950993933709191
668,3,2,1,0.0033352852111170946,0.0,0.3050782741504391,0.0013165282622759154
680,3,2,1,0.0009677040844874451,0.0,0.31041181041181043,0.0009291368603853897
684,3,1,2,0.001500701441162667,0.3333333333333333,0.32519332519332517,0.0006781180647991196
687,3,2,1,0.0008354136268647177,0.0,0.30789980732177263,0.0008184294900287811
8,37,18,19,0.046575872398985474,0.018018018018018018,0.3889970788704966,0.005051228353054231
12,52,28,24,0.06665541682036348,0.01583710407239819,0.3998998998998999,0.008494779217662415
31,14,8,6,0.008780119689256655,0.01098901098901099,0.3448424687095382,0.0021223386422781075
32,9,6,3,0.004451808351998454,0.05555555555555555,0.3123534010946052,0.0010750345314474012
47,15,8,7,0.013849544377743694,0.009523809523809525,0.3367045933417615,0.0023857241154565723
51,14,6,8,0.009751027553158629,0.054945054945054944,0.3452895419187554,0.0020053149293209767
69,12,4,8,0.0040044047043137744,0.030303030303030304,0.3439517864829961,0.0008601423591379755
70,15,7,8,0.007367082103710826,0.0,0.3190894568690096,0.001834369091640131
123,7,3,4,0.006658307498705091,0.0,0.32826622843056696,0.0008550608969994331
129,9,2,7,0.0042095146351173824,0.0,0.31693772312574375,0.000519180790435549
174,3,2,1,0.00024236707249778098,0.3333333333333333,0.3064825469888761,0.0006230822081527267
255,15,10,5,0.005320759272236274,0.0,0.3204973926995588,0.0026546478563771745
279,6,2,4,0.003546774882983963,0.0,0.2924597364568082,0.0011232005395472979
305,6,3,3,0.0039249906592724315,0.06666666666666667,0.31531176006314127,0.0012536165196658418
391,3,1,2,0.0006981850187105192,0.3333333333333333,0.2922457937088515,0.0003880941146133553
413,3,1,2,0.0009340409790687123,0.3333333333333333,0.29213893967093235,0.00047725967163977077
455,3,1,2,0.00081500363583634,0.0,0.29385803604266275,0.0008211243887243604
536,3,0,3,0.0,0.0,0.28263176512203747,0.0002640944232385337
572,3,1,2,0.0011289543513970433,0.0,0.27976190476190477,0.0004052705603576702
732,3,1,2,0.00012457468677713287,0.0,0.2926739926739927,0.0004608959282578509
789,3,1,2,0.0024547440122320327,0.0,0.28689407540394973,0.0004608959282578509
355,3,2,1,0.00012969874528299098,0.3333333333333333,0.2687521022536159,0.0005123702162508113
14,22,11,11,0.029110719034365254,0.03896103896103896,0.3683725218994929,0.0028028477994581527
19,13,6,7,0.015496572697203195,0.038461538461538464,0.34890829694323144,0.0026696867059792227
27,13,6,7,0.008651333151849142,0.01282051282051282,0.3379864636209814,0.0020118668380375683
29,16,9,7,0.014870187242525134,0.041666666666666664,0.3584567070435173,0.0019213009014877784
34,35,20,15,0.04514102035971313,0.010084033613445379,0.3761770244821092,0.006457421681449126
36,7,5,2,0.002384917164144451,0.09523809523809523,0.31706349206349205,0.002395554490178774
44,7,4,3,0.004418076861818235,0.14285714285714285,0.3479965156794425,0.0012668796414471999
46,14,9,5,0.01889644545646179,0.02197802197802198,0.3479965156794425,0.0036798161153417932
50,14,5,9,0.008424854526846182,0.01098901098901099,0.3333333333333333,0.0016972268956491783
65,8,5,3,0.006900161226889123,0.0,0.3118657298985168,0.00211791200219678
75,6,2,4,0.0038844460671603985,0.0,0.3077812018489985,0.0008035693902386632
78,13,7,6,0.011068549524762114,0.02564102564102564,0.33770076077768385,0.0029923682314408327
81,22,9,13,0.010107844340387055,0.012987012987012988,0.3345896147403685,0.002146929175929198
86,5,1,4,0.0016065380301704575,0.1,0.34558823529411764,0.0009524635521894978
96,9,6,3,0.005816764555907427,0.027777777777777776,0.3118657298985168,0.0019178672802582814
112,7,5,2,0.005562964471434867,0.0,0.32282828282828285,0.0015894976819474673
119,3,3,0,0.0,0.0,0.3267893660531697,0.0011776704463497454
138,10,6,4,0.011464853215435684,0.0,0.3166864843440349,0.0020675767980321736
159,4,2,2,0.002673491873209448,0.0,0.3274590163934426,0.0010366417017978035
234,5,4,1,0.0014802624548525655,0.0,0.3090909090909091,0.0015903088498829586
241,9,4,5,0.011082074936567682,0.0,0.312720156555773,0.0010608546063247608
264,4,1,3,0.0018964392093380438,0.0,0.3274590163934426,0.0006036852765245384
274,5,2,3,0.00265302506120047,0.1,0.3113795791114575,0.00160601962182762
294,3,1,2,0.00023381131137800102,0.0,0.2943994104642594,0.00032718484819643654
318,5,1,4,0.0034672945189888104,0.1,0.33016528925619837,0.000889779883445991
348,4,1,3,0.0018642935215464089,0.0,0.29256682533870376,0.00045066485648722026
364,3,3,0,0.0,0.3333333333333333,0.3320864505403159,0.001323276979810488
369,4,2,2,0.0010432944645599556,0.16666666666666666,0.30003755163349605,0.0005763821053863122
397,4,3,1,0.0012939573285344792,0.0,0.2960355687291589,0.0009561423698578999
411,4,1,3,0.0014541900843949745,0.0,0.29724702380952384,0.0005868643707310327
422,8,5,3,0.005341780983987398,0.03571428571428571,0.30368681109844164,0.002918536446616014
424,6,2,4,0.006684363714472559,0.0,0.32867132867132864,0.0027880256530674703
426,3,3,0,0.0,0.0,0.3233508700930797,0.0010279822139173747
432,3,2,1,0.0010701027412047725,0.3333333333333333,0.29429097605893184,0.0009931549761927334
456,4,3,1,0.0009331598675322253,0.3333333333333333,0.3311230832987982,0.0012694801480067548
485,3,1,2,0.0009762814070747078,0.0,0.31333333333333335,0.0004900550263151562
522,3,0,3,0.0,0.0,0.2943994104642594,0.0002640944232385337
592,3,2,1,0.0002847661181151351,0.0,0.2995875515560555,0.0006598083125285075
637,3,0,3,0.0,0.0,0.3018511522478277,0.0002640944232385337
649,4,2,2,0.0010783136390591632,0.16666666666666666,0.2936420433664094,0.0007987638801001294
665,3,1,2,0.001416359737061344,0.0,0.32492883285888574,0.0006600911885254095
705,4,3,1,0.001935986632522056,0.0,0.2951606944957518,0.0010715157859855233
714,3,2,1,0.001241934951953113,0.0,0.2928885630498534,0.001496396118987986
794,3,1,2,0.0011617675123867075,0.3333333333333333,0.292781238548919,0.000593331915332686
9,27,16,11,0.035518420501427894,0.019943019943019943,0.37957244655581945,0.005667226288375554
11,12,4,8,0.010093595453472284,0.06060606060606061,0.3602344454463481,0.0015262434440799831
16,26,10,16,0.03507356303362772,0.024615384615384615,0.373190098085007,0.004009310258267138
20,16,9,7,0.01612950115773636,0.05,0.36153846153846153,0.003782022228157798
30,19,11,8,0.021004499395315516,0.017543859649122806,0.3581353653070372,0.003876189051782836
37,11,5,6,0.007921645499660037,0.05454545454545454,0.33656276326874474,0.0016547874708805626
38,11,7,4,0.0041418710284063,0.01818181818181818,0.3452895419187554,0.001905347801382197
52,4,2,2,0.0011877384792166918,0.16666666666666666,0.3263888888888889,0.0007047686146691933
55,7,2,5,0.008021842054783282,0.09523809523809523,0.3388464800678541,0.0012441055445621234
56,34,17,17,0.03981681596085728,0.0142602495543672,0.3751173708920188,0.006889569964829777
58,17,11,6,0.014597561851324785,0.014705882352941176,0.3512087912087912,0.0043716367627252405
72,4,2,2,0.00204393940466931,0.16666666666666666,0.3379864636209814,0.0007288918937683718
84,9,4,5,0.0038665325756250387,0.027777777777777776,0.3312603648424544,0.0010302827477108138
85,13,3,10,0.0046931575205603135,0.05128205128205128,0.3486038394415358,0.0014641679547419796
93,11,9,2,0.0034641438242914943,0.01818181818181818,0.3516725352112676,0.0032110243876583102
111,4,2,2,0.0034418962070775294,0.5,0.33971088435374147,0.0008147861173363584
113,15,9,6,0.009837812350802461,0.0,0.3305750930906082,0.0038890260995799713
122,12,6,6,0.007398930412382161,0.015151515151515152,0.33913412563667233,0.001797857637868699
125,6,3,3,0.005072453250623545,0.2,0.31618519984170956,0.001066996807291039
128,9,6,3,0.005722306214958927,0.05555555555555555,0.3379864636209814,0.0015753208657427076
130,7,3,4,0.0030920143010206014,0.047619047619047616,0.3233508700930797,0.001671665216593244
133,5,3,2,0.0024567184728559685,0.0,0.3279967159277504,0.0008032640307814074
135,5,1,4,0.00521293938540715,0.1,0.3240064882400649,0.00047026043025372394
192,7,1,6,0.000787152053337007,0.047619047619047616,0.3493659816353301,0.00032021745924250283
194,3,3,0,0.0,0.0,0.31618519984170956,0.0009712259785049507
197,7,4,3,0.004889621604218207,0.0,0.3194722111155538,0.0009872537537347357
216,5,5,0,0.0,0.0,0.32101245480112495,0.0012855120239122617
221,3,1,2,0.0014727861976193038,0.3333333333333333,0.32374392220421394,0.0006086201103211681
222,5,2,3,0.0019316164478751618,0.0,0.32011217948717946,0.000526383466257693
224,8,6,2,0.0023117094983584325,0.03571428571428571,0.32705689725747034,0.001683967397822157
253,7,4,3,0.005837678943556109,0.047619047619047616,0.32948453608247424,0.002060002022310428
258,8,5,3,0.0041332938216356386,0.0,0.32440113682501015,0.002237778910991477
270,4,3,1,0.0020492017121086863,0.0,0.3160601265822785,0.0012364298919646812
289,5,2,3,0.0028932724562726604,0.1,0.3267893660531697,0.0009751596199130142
300,5,3,2,0.0017459831414471598,0.0,0.3196,0.0005265714953143977
303,7,6,1,0.001428411445985103,0.0,0.3193445243804956,0.002000751226590499
317,4,3,1,0.00034756583587499453,0.16666666666666666,0.3388464800678541,0.0009223802315445689
341,4,0,4,0.0,0.0,0.32230738200887454,0.0002640944232385337
342,6,4,2,0.0038222737942567348,0.06666666666666667,0.3194722111155538,0.0012102528828436304
350,3,2,1,0.00046483866036710147,0.0,0.3307119205298013,0.0007751278944053701
358,6,2,4,0.0037598175745893634,0.0,0.3219178082191781,0.0011239896640961122
371,6,5,1,0.006581935388402319,0.0,0.321658615136876,0.0021089890162454355
393,4,2,2,0.0030674620248158373,0.0,0.3413071337035455,0.0005450911449256827
414,3,0,3,0.0,0.3333333333333333,0.3163103721298496,0.0002640944232385337
430,3,1,2,0.0012492277612799506,0.3333333333333333,0.31643564356435644,0.0010455722285507964
454,5,3,2,0.0020741234355695945,0.0,0.3135792778649921,0.0008965262475490796
492,3,2,1,0.00015315216789630497,0.3333333333333333,0.3242694805194805,0.0005772711919899209
511,3,3,0,0.0,0.0,0.3163103721298496,0.0012541464360820796
534,5,2,3,0.007577027613407318,0.0,0.3194722111155538,0.0017410394502493727
540,4,1,3,0.0006183313164784364,0.0,0.3141958316948486,0.0003389251379104925
542,3,0,3,0.0,0.3333333333333333,0.3285361842105263,0.0002640944232385337
548,3,0,3,0.0,0.0,0.3226978998384491,0.0002640944232385337
553,4,2,2,0.004107811355444176,0.0,0.3388464800678541,0.0008662571955405997
608,3,2,1,0.0029185168300291447,0.0,0.31756756756756754,0.000683425678654961
625,3,2,1,0.0020524644871565967,0.0,0.3143194335169158,0.0008477092816963627
627,4,1,3,0.0024907589151234666,0.0,0.3329166666666667,0.0005689618873901799
642,3,2,1,0.0010246781768961327,0.0,0.3192169396723931,0.0006582385780005098
644,4,2,2,0.0024105234166499484,0.0,0.31113707165109034,0.0005513183777871942
693,3,3,0,0.0,0.6666666666666666,0.3297565002063558,0.0008957388091510591
757,3,3,0,0.0,0.0,0.33002891367203635,0.0010548713506203043
758,3,2,1,0.0015591910810168852,0.3333333333333333,0.3188347964884278,0.000744177401173666
764,4,2,2,0.0031695085679823145,0.16666666666666666,0.3119875048809059,0.0007727721868905246
765,3,1,2,0.0006378703456575475,0.0,0.31296513905209555,0.0004052705603576702
766,3,2,1,0.0005816700924756991,0.3333333333333333,0.31456692913385825,0.001024526800613008
768,3,0,3,0.0,0.0,0.32308936514355036,0.0002640944232385337
773,3,2,1,0.0001804871490254701,0.3333333333333333,0.31321050568404546,0.000575074020457699
781,3,2,1,0.0036549353641399554,0.0,0.3141958316948486,0.000957066813584009
15,12,7,5,0.013958363957961564,0.045454545454545456,0.3554270462633452,0.00338042973324323
17,6,4,2,0.003746171935479803,0.0,0.3320864505403159,0.0011799423005967261
23,14,9,5,0.007547976899952327,0.01098901098901099,0.3379864636209814,0.004050046222920723
24,6,1,5,0.00116192972811747,0.13333333333333333,0.34603724556084886,0.0006459786982396537
33,17,10,7,0.021301273450379316,0.03676470588235294,0.34514038876889847,0.005033235334397599
71,18,6,12,0.014255406602816064,0.0196078431372549,0.3486038394415358,0.0017499033450685078
79,8,4,4,0.0054199508227315415,0.0,0.32348178137651823,0.0016860883852285917
80,14,10,4,0.012049806332174864,0.01098901098901099,0.3351510067114094,0.00247902926757134
83,3,1,2,0.0023254581844699904,1.0,0.3389902418328384,0.000639160439441849
91,14,9,5,0.012072306705621228,0.03296703296703297,0.34350816852966465,0.003275128573722821
104,6,4,2,0.004157918559620155,0.06666666666666667,0.32453290008123475,0.0021491308440916273
105,10,4,6,0.007590922550920581,0.022222222222222223,0.32826622843056696,0.0012593172896839166
144,5,1,4,0.004255030112466571,0.1,0.3198558847077662,0.0016436197242822486
145,3,0,3,0.0,0.6666666666666666,0.312720156555773,0.0002640944232385337
151,9,5,4,0.011730350974148564,0.027777777777777776,0.32759327593275933,0.004625014940426304
186,8,5,3,0.00637771528238,0.0,0.3330554397665694,0.0016175134744243031
190,7,6,1,0.0032125793374149863,0.0,0.31782020684168655,0.0029443655987305395
191,10,6,4,0.008503519750921599,0.022222222222222223,0.3379864636209814,0.0023606546571818413
210,4,2,2,0.0004600904208620668,0.16666666666666666,0.3118657298985168,0.0007200878899308752
246,4,1,3,0.0022443603680806015,0.0,0.32374392220421394,0.000598040558946897
250,6,3,3,0.004212726275863233,0.06666666666666667,0.32062600321027285,0.0009771148971718636
259,5,4,1,0.0007498080837719039,0.0,0.3307119205298013,0.0014934843888905192
267,4,3,1,0.0013681596962389685,0.16666666666666666,0.3420376712328767,0.0012449157075496212
268,4,2,2,0.0009726255522152057,0.0,0.3174413984902662,0.0007394199751910266
281,10,7,3,0.006238701048038989,0.044444444444444446,0.3443965517241379,0.0019542937520423357
296,11,4,7,0.009135665699147663,0.01818181818181818,0.32114147909967844,0.001163166985789722
310,6,2,4,0.0030326882598620594,0.06666666666666667,0.3158102766798419,0.0009457531335087073
331,5,2,3,0.0011290694506885294,0.1,0.32011217948717946,0.0006534462833803597
343,4,2,2,0.0022403060948893235,0.3333333333333333,0.32361279870392873,0.0009098653049030993
373,4,2,2,0.001225068697391707,0.0,0.30897138437741684,0.0006734752437835592
377,7,4,3,0.003930518525140866,0.0,0.32361279870392873,0.0016786536065282226
410,6,4,2,0.004162371622677107,0.06666666666666667,0.3225676221235365,0.0015943915804787375
437,4,2,2,0.004471637438665324,0.0,0.3148148148148148,0.0011112419327343071
442,3,2,1,0.0011740042232274205,0.0,0.30766268771659605,0.0009939631209462082
452,4,3,1,0.004488136916733993,0.3333333333333333,0.3379864636209814,0.0014740187227294994
467,5,2,3,0.0013242928242187854,0.1,0.31308777429467083,0.0011085698937508552
504,5,3,2,0.0021444754304805382,0.0,0.31345625735582583,0.001122025568777459
524,4,2,2,0.0029817620698284466,0.16666666666666666,0.33153526970954356,0.001168705802709165
527,3,2,1,0.0016765046214981824,0.0,0.31029126213592234,0.0012736034048454973
529,4,1,3,0.0006986465790358205,0.0,0.3144431326249508,0.0006938692617084346
538,3,2,1,0.0023660387384452568,0.0,0.31643564356435644,0.0007794718646715104
609,3,3,0,0.0,0.0,0.3190894568690096,0.0009365667580949164
660,3,1,2,0.003405317853617674,0.0,0.3123534010946052,0.000639160439441849
664,3,1,2,0.0021271303022771687,0.0,0.32466477041852904,0.0011743361429309936
715,3,2,1,0.0006418060065169216,0.3333333333333333,0.3099301784328937,0.0008391253604904608
716,3,2,1,0.0006550063101014944,0.3333333333333333,0.3106531881804043,0.0007259035684730557
745,3,1,2,0.0018377327556125085,0.0,0.31845356715823037,0.000639160439441849
751,3,1,2,0.0005475204899241325,0.3333333333333333,0.31041181041181043,0.0005438989629511626
752,3,1,2,0.0005179064322996546,0.0,0.3117440499414748,0.0005666123558048155
759,3,2,1,0.0006425515692552362,0.0,0.310532452390206,0.0005159473365353343
26,24,12,12,0.02635326651801981,0.010869565217391304,0.3538529672276351,0.005985833396420222
28,10,7,3,0.007021598431676184,0.06666666666666667,0.3307119205298013,0.003146573486648855
39,7,4,3,0.0031753801688197327,0.09523809523809523,0.3267893660531697,0.0013475654811954927
40,4,3,1,0.0017637942731582453,0.16666666666666666,0.3350104821802935,0.0012036284809927942
45,25,16,9,0.02505535032561528,0.0033333333333333335,0.3544809228039042,0.005350761710789916
57,5,1,4,0.002728651546838174,0.0,0.32361279870392873,0.0006600911885254095
64,14,9,5,0.010304329056610833,0.02197802197802198,0.35213750550903483,0.0029570008529002864
66,7,5,2,0.005690051735726028,0.0,0.3336116910229645,0.002347662648928223
76,15,11,4,0.007921227141291481,0.01904761904761905,0.33599663582842726,0.0036327433669846674
77,12,4,8,0.005106412169986215,0.0,0.3358554014291719,0.0011999782595932254
99,11,9,2,0.006186280790604288,0.01818181818181818,0.3413071337035455,0.0030570351107952216
107,9,4,5,0.006462222406292906,0.0,0.3267893660531697,0.0018485267588458857
114,7,3,4,0.0030702275188982126,0.047619047619047616,0.3284011508425812,0.001091815497455622
118,4,2,2,0.004146195771414991,0.16666666666666666,0.31223134036733097,0.0010182306713961116
134,9,6,3,0.006048628469186387,0.0,0.3160601265822785,0.0021154205912101197
139,7,3,4,0.0049326420725513105,0.0,0.32826622843056696,0.0018816703646904033
143,3,1,2,0.0038446338522887913,0.3333333333333333,0.3296204620462046,0.0006600911885254095
169,7,3,4,0.005177124060771638,0.0,0.32880658436213994,0.0011697846709787844
178,5,5,0,0.0,0.0,0.32466477041852904,0.0015301093609200462
188,6,4,2,0.004399392966422932,0.0,0.3117440499414748,0.001620951677662271
199,14,7,7,0.009328844376468097,0.0,0.3278621255642183,0.002209801670369787
249,4,3,1,0.001033775461161196,0.0,0.3075442648190916,0.0010371655578320794
263,6,5,1,0.0018475851300485966,0.0,0.32127060715721756,0.0017324329218610336
290,4,2,2,0.0020492723882465256,0.16666666666666666,0.31731532962668785,0.0008441921040606861
314,10,3,7,0.005725353780283924,0.044444444444444446,0.3188347964884278,0.0013386467421101372
315,5,1,4,0.0009845517354191036,0.1,0.32024048096192387,0.0009620598331508229
324,8,6,2,0.0030200708335814852,0.07142857142857142,0.3336116910229645,0.0019810647224692717
334,5,4,1,0.0012174219377679351,0.0,0.31223134036733097,0.0010062060774978757
344,4,1,3,0.0011510493593420421,0.16666666666666666,0.32759327593275933,0.0005712477784628026
346,4,2,2,0.0028191974269146792,0.0,0.3144431326249508,0.0008155409969313581
362,5,3,2,0.0031644577306509758,0.0,0.3203688853247795,0.0010392945950570874
367,4,3,1,0.002016817176305153,0.16666666666666666,0.30789980732177263,0.0010843028113868018
383,5,3,2,0.0055839461602960935,0.2,0.31518737672583824,0.002099020840305281
387,4,2,2,0.0019818351216196635,0.0,0.3278621255642183,0.0006860609360012036
402,5,0,5,0.0,0.1,0.3185805422647528,0.0002640944232385337
407,4,1,3,0.0009151082181712775,0.16666666666666666,0.33139776026545004,0.0004590976570072907
418,5,2,3,0.00382371830403813,0.1,0.31593515223408464,0.0015853684424259721
434,3,2,1,0.0017458540471761669,0.0,0.3084942084942085,0.0009655131496989621
446,4,2,2,0.0016783330918554637,0.3333333333333333,0.3303017775940471,0.0017081933049446507
460,7,1,6,0.006549742631538351,0.0,0.3158102766798419,0.0006600911885254095
461,3,0,3,0.0,0.0,0.31807324840764334,0.0002640944232385337
489,3,0,3,0.0,0.3333333333333333,0.3341698034295274,0.0002640944232385337
491,3,2,1,0.002149715479611146,0.0,0.31345625735582583,0.0010951684769248784
575,4,3,1,0.0025102156844945735,0.0,0.3263888888888889,0.0014214337421524848
599,5,2,3,0.003392749248968827,0.0,0.3069535151747983,0.0007859406848370627
643,3,0,3,0.0,0.0,0.3094500387296669,0.0002640944232385337
654,3,1,2,0.0003626450245298135,0.0,0.3176938369781312,0.0004999955143276624
672,4,1,3,0.0003774870306813431,0.0,0.312720156555773,0.0004762688634755159
734,3,3,0,0.0,0.3333333333333333,0.3069535151747983,0.0009365366800837844
790,3,2,1,0.0014015972632591236,0.0,0.31681205392545597,0.0012101554595043119
795,3,1,2,9.933051234678268e-06,0.6666666666666666,0.3067178502879079,0.00030010463020337287
797,3,2,1,0.000808174231720581,0.0,0.3060130218307162,0.001238211203378109
82,5,3,2,0.0029894058462660903,0.3,0.3203688853247795,0.0015680884868302196
87,5,3,2,0.0023156611962645746,0.2,0.3155608214849921,0.0009024567657719022
110,7,2,5,0.0028023051563415505,0.047619047619047616,0.31077401789187087,0.0008511106489899837
126,7,6,1,0.007334614308911854,0.0,0.32453290008123475,0.002072327309332848
132,10,4,6,0.0070402690398285684,0.022222222222222223,0.31518737672583824,0.0016686740848240816
150,7,3,4,0.005453792921503098,0.047619047619047616,0.3305750930906082,0.0010885990745826695
161,12,7,5,0.010190010809939637,0.0,0.3333333333333333,0.001965648518805434
162,9,4,5,0.005687557464213368,0.0,0.3203688853247795,0.001168218023160773
179,4,1,3,0.0015335683246728957,0.0,0.31089494163424125,0.000589879865040083
195,6,4,2,0.003587634958811469,0.0,0.3307119205298013,0.000925897288610043
201,5,2,3,0.0023192028403911285,0.0,0.31029126213592234,0.0013538450326615464
225,3,0,3,0.0,0.0,0.3051948051948052,0.0002640944232385337
227,4,1,3,0.002813416122041387,0.0,0.3094500387296669,0.0005689618873901799
231,5,3,2,0.003913904094401673,0.2,0.31706349206349205,0.0017218263066331933
232,4,2,2,0.002158784207328642,0.0,0.3197278911564626,0.0008844211353146439
261,4,1,3,0.00043332390345910847,0.0,0.310532452390206,0.0005689618873901799
291,5,2,3,0.007113634221604539,0.0,0.3113795791114575,0.002047736196055827
339,3,2,1,0.0015922309754041871,0.3333333333333333,0.3150630914826498,0.0007818834236953372
340,3,1,2,0.001099156891465416,0.0,0.30789980732177263,0.0005689618873901799
345,6,4,2,0.0016184539113261545,0.06666666666666667,0.3219178082191781,0.0009882036233794457
356,4,4,0,0.0,0.16666666666666666,0.32204756146715036,0.0018578312109278955
365,5,1,4,0.003452602323143986,0.0,0.3158102766798419,0.0005689618873901799
401,3,0,3,0.0,0.0,0.3123534010946052,0.0002640944232385337
419,5,2,3,0.002580431002253072,0.0,0.3084942084942085,0.0014335355268826867
431,5,1,4,0.0017024990552755514,0.0,0.30968992248062016,0.000526628430165324
441,8,3,5,0.005028961802099225,0.0,0.3149389042175798,0.0011105562742619748
445,3,2,1,0.0011284978766575565,0.0,0.30624760444614796,0.001024676223943939
510,4,3,1,0.0018034058857728623,0.0,0.3073076923076923,0.0010946588963362655
513,3,2,1,0.0002673513261611552,0.0,0.30718954248366015,0.0011606163129458465
582,4,3,1,0.002959340709483315,0.16666666666666666,0.3080185042405551,0.0015098702849847166
583,3,2,1,0.00021131457285937722,0.0,0.3061302681992337,0.0006857626773340572
586,3,2,1,0.0034534228146779547,0.0,0.3032258064516129,0.0021627661268553474
603,3,1,2,0.0020631953140384297,0.0,0.30554493307839387,0.000540922500122759
614,3,3,0,0.0,0.0,0.312720156555773,0.0013540442791850258
695,4,1,3,0.0014829938972076232,0.0,0.3075442648190916,0.0004448237675241211
746,3,0,3,0.0,0.0,0.30357142857142855,0.0002640944232385337
22,33,19,14,0.05312445876041963,0.011363636363636364,0.3767090994813767,0.006980510850770158
35,6,2,4,0.005621808563142688,0.06666666666666667,0.31382560879811466,0.0009015073195747076
61,10,7,3,0.0030980599907061684,0.0,0.3150630914826498,0.0018302851741230682
88,10,5,5,0.00693685611236669,0.0,0.3128425998433829,0.0013341952042859606
156,16,5,11,0.00860022820448091,0.016666666666666666,0.31223134036733097,0.001082058456182879
204,8,5,3,0.005664961485990178,0.03571428571428571,0.3075442648190916,0.0017595608555837593
233,5,4,1,0.001579008877684653,0.1,0.3068356374807988,0.0012991487902974336
251,5,2,3,0.0024648903208661457,0.0,0.2995875515560555,0.0011856790694745822
272,5,0,5,0.0,0.0,0.2910746812386157,0.0002640944232385337
304,9,5,4,0.0049142536587140585,0.0,0.30311077389984825,0.0018418723418347496
308,3,1,2,0.0013430656720671513,0.0,0.2922457937088515,0.0013216656913158705
320,4,2,2,0.0010301836515902128,0.0,0.3196,0.0005166189536191765
368,4,4,0,0.0,0.0,0.2916058394160584,0.0010927657691432533
382,6,4,2,0.0040376363294991335,0.0,0.3067178502879079,0.0025077553182532406
495,5,3,2,0.001023336077488683,0.0,0.29936305732484075,0.0014646116991625048
512,5,2,3,0.0007238477668468384,0.0,0.29780096906448006,0.00041743320472330096
544,4,3,1,0.0007444000445295063,0.0,0.2986915887850467,0.001240422483530475
